transaction_id,fecha,anio,mes,nombre_mes,empresa,cliente_proveedor,categoria,subcategoria,tipo_movimiento,importe_limpio,moneda,canal_pago,estado,centro_coste,descripcion,referencia_externa,pais
TRX-100510,2025-04-05,2025,4,Abril,Atlantic Holdings SL,Arregui & Asociados S.Coop.,Financiación,Préstamos,Gasto,7192.22,EUR,Paypal,Pagado,Dirección,Actitud jorge tú marco decía pequeño muerte.,REF-76316,España
TRX-100511,2025-09-26,2025,9,Septiembre,Andes Investments SL,Ruano & Asociados S.Com.,Consultoría,Estrategia,Gasto,4180.27,EUR,Bizum,Pagado,RRHH,Serán política adelante lucha tenían sólo todas proceso cuando.,REF-60789,España
TRX-100512,2024-06-06,2024,6,Junio,Atlantic Holdings SL,Distribuciones Solera y asociados S.A.,Logística,Distribución,Gasto,5291.91,EUR,Efectivo,Pagado,RRHH,Dos persona sabía gonzález figura solución santiago ayer sí.,REF-96362,España
TRX-100513,2024-02-02,2024,2,Febrero,Iberia Finance SL,Farmaceútica Diéguez y asociados S.Coop.,Consultoría,Estrategia,Ingreso,4651.92,EUR,Transferencia,Pagado,Dirección,Grandes términos en materia mujer toma padre organización dijo quienes.,REF-60934,España
TRX-100514,2025-12-19,2025,12,Diciembre,Iberia Finance SL,Consultoría Prado y asociados S.Coop.,Financiación,Comisiones,Gasto,4017.37,EUR,SEPA,Pagado,Finanzas,Democracia casi aunque s amigos.,REF-37359,España
TRX-100515,2026-03-31,2026,3,Marzo,Atlantic Holdings SL,Eusebia Leon Adán S.Com.,Servicios,Mantenimiento,Ingreso,5950.98,EUR,Paypal,Pendiente,Dirección,Siete suficiente voz régimen corazón.,REF-17641,Francia
TRX-100516,2024-02-11,2024,2,Febrero,Atlantic Holdings SL,Fábrica Atienza S.L.,Marketing,Contenido,Ingreso,4296.25,EUR,Tarjeta,Cancelado,Finanzas,Real yo mismo marzo ningún última nueva.,REF-23267,Portugal
TRX-100517,2024-07-13,2024,7,Julio,Andes Investments SL,Borrell y Almansa S.L.L.,Financiación,Intereses,Ingreso,2852.5,EUR,SEPA,Pagado,Comercial,Razón hablar reunión dan casi dicho.,REF-83193,Portugal
TRX-100518,2024-04-18,2024,4,Abril,Cresta Partners SA,Menéndez y Castro S.Com.,Impuestos,Sociedades,Gasto,3361.61,EUR,Bizum,Pagado,Finanzas,Octubre congreso aire considera nuevos.,REF-31864,Portugal
TRX-100519,2025-05-31,2025,5,Mayo,Cresta Partners SA,Bosch y Rocamora S.L.L.,Financiación,Intereses,Gasto,3756.06,EUR,SEPA,Pagado,Operaciones,Ciudad blanco tres congreso teoría poner reunión viaje precios tenemos reunión.,REF-51307,España
TRX-100520,2025-02-26,2025,2,Febrero,Cresta Partners SA,Instalaciones WVY S.A.,Suministros,Tecnología,Gasto,2519.29,EUR,Tarjeta,Pagado,Comercial,Tiempos casos relación población jóvenes causa.,REF-59160,Portugal
TRX-100521,2025-04-08,2025,4,Abril,Grupo Meridian SA,Familia Vicens S.Com.,Marketing,Eventos,Gasto,3438.17,EUR,Transferencia,Cancelado,RRHH,Bueno cuarto aspectos político demasiado.,REF-12136,España
TRX-100522,2024-11-03,2024,11,Noviembre,Nordic Capital SA,Familia Sevillano S.A.,Marketing,Publicidad,Ingreso,3192.86,USD,Transferencia,Pendiente,Dirección,Ocasiones muy diferentes especie seguridad éxito.,REF-46170,Italia
TRX-100523,2025-08-07,2025,8,Agosto,Iberia Finance SL,Estrella Landa Noguera S.L.N.E,Financiación,Comisiones,Ingreso,4289.75,EUR,Efectivo,Pagado,Operaciones,Fuera te noviembre carlos plaza principio.,REF-58114,Italia
TRX-100524,2024-09-19,2024,9,Septiembre,Iberia Finance SL,Familia Prat S.A.,Nómina,Sueldos,Gasto,8129.98,EUR,SEPA,Rechazado,Dirección,Siete movimiento producción pudo mayores artículo.,REF-20118,Portugal
TRX-100525,2025-05-14,2025,5,Mayo,Andes Investments SL,Promociones Prat y asociados S.A.,Logística,Transporte,Ingreso,3540.45,EUR,Transferencia,Pendiente,RRHH,Con estaba una blanca intereses situación.,REF-60010,España
TRX-100526,2024-12-22,2024,12,Diciembre,Grupo Meridian SA,Industrias Ruano S.L.L.,Ventas,Venta servicio,Gasto,6453.74,USD,Transferencia,Pendiente,Comercial,Tener casos puntos soy como poder cómo precisamente pablo mes.,REF-95561,Francia
TRX-100527,2026-03-07,2026,3,Marzo,Iberia Finance SL,Delfina Herrera Fortuny S.Com.,Ventas,Suscripción,Gasto,4214.49,EUR,Transferencia,Pagado,RRHH,Mi los origen viaje paciente sueño efectos especialmente.,REF-29605,España
TRX-100528,2024-02-21,2024,2,Febrero,Grupo Meridian SA,Banco Torrent y asociados S.Coop.,Nómina,Sueldos,Gasto,3430.37,EUR,SEPA,Pagado,Comercial,Éxito etapa victoria santiago sentido así al fuentes allá mujeres.,REF-66614,España
TRX-100529,2024-05-15,2024,5,Mayo,Iberia Finance SL,Sáenz y Caro S.Coop.,Impuestos,IVA,Gasto,2445.05,EUR,Bizum,Pagado,TI,Datos cultura estas artículo joven alto universidad energía.,REF-44413,España
TRX-100530,2026-03-03,2026,3,Marzo,Nordic Capital SA,Solís & Asociados S.L.N.E,Financiación,Intereses,Ingreso,3443.37,EUR,Tarjeta,Pagado,Dirección,Lenguaje volvió plaza corazón europea atrás exterior parecía.,REF-84885,España
TRX-100531,2025-06-20,2025,6,Junio,Nordic Capital SA,Compañía Tolosa & Asociados S.A.,Otros,Regularización,Ingreso,3338.14,EUR,Paypal,Pagado,RRHH,Teatro mundo diferentes niveles podía situación.,REF-21743,España
TRX-100532,2025-01-09,2025,1,Enero,Nordic Capital SA,Familia Palmer S.L.N.E,Impuestos,Retenciones,Gasto,2110.37,EUR,SEPA,Pagado,Operaciones,Existen pueden intereses jefe cuestión orden estos importante.,REF-32184,Alemania
TRX-100533,2025-09-30,2025,9,Septiembre,Grupo Meridian SA,Transportes Integrales S.L.U.,Otros,Ajustes,Ingreso,2292.59,EUR,Tarjeta,Pagado,Operaciones,Carrera cierta vamos aun adelante instituciones españoles contra.,REF-30446,Portugal
TRX-100534,2026-01-27,2026,1,Enero,Nordic Capital SA,Hnos Sebastián S.L.N.E,Servicios,Soporte,Ingreso,3771.82,GBP,Tarjeta,Pendiente,Operaciones,Animales práctica actividades puso año.,REF-11800,España
TRX-100535,2025-04-05,2025,4,Abril,Iberia Finance SL,Familia Diego S.L.,Servicios,Mantenimiento,Gasto,6422.25,EUR,Bizum,Pagado,Comercial,Ii luego aquel arte control consecuencia.,REF-81620,España
TRX-100536,2025-05-09,2025,5,Mayo,Cresta Partners SA,Despacho SQGK S.L.N.E,Marketing,Contenido,Ingreso,3010.87,EUR,Transferencia,Pagado,Dirección,Padre costa quiere prensa.,REF-79048,España
TRX-100537,2024-10-17,2024,10,Octubre,Cresta Partners SA,Inmobiliaria LVG S.A.U,Consultoría,Estrategia,Ingreso,1304.0,EUR,Transferencia,Pagado,Finanzas,Libertad guerra creación barcelona fondo etc industria producto tengo si.,REF-18729,España
TRX-100538,2025-11-06,2025,11,Noviembre,Iberia Finance SL,Alimentación Villar S.L.N.E,Marketing,Contenido,Gasto,732.9,EUR,Bizum,Pagado,TI,Orden hablar psoe principio tema.,REF-76655,Alemania
TRX-100539,2025-05-11,2025,5,Mayo,Nordic Capital SA,Grupo Barco S.L.N.E,Servicios,Mantenimiento,Ingreso,1732.46,EUR,Paypal,Pagado,Dirección,Aquellas capital considera habrá instituciones valores seguridad palabras llamado busca.,REF-12816,España
TRX-100540,2024-12-07,2024,12,Diciembre,Grupo Meridian SA,Servicios Salmerón S.L.,Financiación,Intereses,Gasto,266083.0,EUR,Transferencia,Pagado,Operaciones,Elementos secretario arte internacional habla suelo características razones otra quiero.,REF-56580,España
TRX-100541,2024-10-09,2024,10,Octubre,Cresta Partners SA,Cases y Viña S.L.U.,Nómina,Seguridad Social,Ingreso,1462.74,EUR,Paypal,Rechazado,Finanzas,Nuestra fuerzas cosa quiere ayuda o recuerdo.,REF-82737,Alemania
TRX-100542,2024-12-15,2024,12,Diciembre,Cresta Partners SA,Industrias Mateu y asociados S.L.U.,Nómina,Sueldos,Gasto,4763.29,EUR,Bizum,Pagado,Dirección,Consecuencia consumo carlos sociales ayer.,REF-90274,Francia
TRX-100543,2024-09-03,2024,9,Septiembre,Grupo Meridian SA,Supermercados DAR S.A.U,Nómina,Bonos,Ingreso,4299.25,GBP,SEPA,Pagado,RRHH,Fuerte vio única época unión puesto verdad memoria ocho boca.,REF-27271,España
TRX-100544,2025-07-08,2025,7,Julio,Nordic Capital SA,Vizcaíno y Huguet S.A.,Consultoría,Operaciones,Ingreso,2958.02,EUR,Bizum,Rechazado,Comercial,Comunicación distintos creo país espera técnica esa ni voluntad nuevos.,REF-66369,Alemania
TRX-100545,2025-08-01,2025,8,Agosto,Atlantic Holdings SL,Casemiro Peiró Zorrilla S.Com.,Consultoría,Operaciones,Ingreso,2120.7,EUR,SEPA,Rechazado,Finanzas,Juego comisión muerte nuevas relaciones mediante reforma aire teoría distintos.,REF-34134,España
TRX-100546,2024-01-31,2024,1,Enero,Grupo Meridian SA,Desarrollo Tormo S.L.,Consultoría,Operaciones,Gasto,2740.28,GBP,Efectivo,Pagado,Dirección,Generales congreso varias acciones ninguna este.,REF-45887,España
TRX-100547,2024-05-14,2024,5,Mayo,Iberia Finance SL,Promociones Carrera S.Coop.,Nómina,Sueldos,Ingreso,3725.52,EUR,SEPA,Pagado,RRHH,General único junto recursos unos familia pesar cuanto.,REF-84323,España
TRX-100548,2024-08-24,2024,8,Agosto,Atlantic Holdings SL,Grupo Cisneros S.L.,Otros,Varios,Ingreso,1491.2,EUR,Paypal,Pagado,RRHH,Desde vio dicen acuerdo mirada valor ellos empresa comercio.,REF-71441,España
TRX-100549,2025-01-31,2025,1,Enero,Grupo Meridian SA,Teruel y Menendez S.Coop.,Suministros,Oficina,Gasto,6106.65,EUR,Tarjeta,Pagado,TI,Práctica hacía cuarto teatro fecha prensa visto personal.,REF-11967,Italia
TRX-100550,2026-01-30,2026,1,Enero,Nordic Capital SA,Eustaquio Morell Borrell S.L.,Impuestos,IVA,Ingreso,3708.44,EUR,Paypal,Pendiente,TI,Dirección lado antonio encuentra curso recuerdo estructura autor señaló cambios miguel.,REF-52584,Francia
TRX-100551,2025-02-18,2025,2,Febrero,Andes Investments SL,Consultoría Blázquez & Asociados S.L.N.E,Nómina,Bonos,Ingreso,3920.77,EUR,Paypal,Pendiente,TI,Administración qué habría manera nuevos aun hacia obstante fueron es.,REF-90151,Italia
TRX-100552,2025-07-03,2025,7,Julio,Andes Investments SL,Industrias del Norte S.A.,Otros,Regularización,Ingreso,4284.19,EUR,Paypal,Pendiente,Finanzas,Importantes hablar era pregunta o anterior especial intereses algún modo.,REF-42207,España
TRX-100553,2024-02-10,2024,2,Febrero,Andes Investments SL,Construcción IHNE S.Com.,Impuestos,Sociedades,Gasto,5819.18,EUR,Transferencia,Pagado,TI,Viene puede rosa frente viaje director según otras.,REF-62171,Italia
TRX-100554,2024-06-19,2024,6,Junio,Atlantic Holdings SL,Jordá y asociados S.L.N.E,Marketing,Eventos,Gasto,3447.6,EUR,Transferencia,Pagado,Comercial,Porque estar rey allí militar estamos.,REF-70762,Francia
TRX-100555,2026-01-09,2026,1,Enero,Nordic Capital SA,Inmobiliaria QC S.A.,Logística,Transporte,Ingreso,4418.95,EUR,Bizum,Pagado,TI,Quién mí tendrá siglo pablo.,REF-64206,España
TRX-100556,2025-04-09,2025,4,Abril,Grupo Meridian SA,Industrias HGDX S.L.L.,Ventas,Venta producto,Ingreso,2140.29,EUR,Efectivo,Pagado,Dirección,Cualquier arriba policía hospital mayo quiero espacio ii julio.,REF-31495,España
TRX-100557,2024-04-26,2024,4,Abril,Cresta Partners SA,Hnos Mancebo S.L.,Servicios,Soporte,Gasto,7062.92,EUR,SEPA,Pagado,Dirección,De corte resultados domingo fútbol tampoco.,REF-77065,España
TRX-100558,2025-07-17,2025,7,Julio,Iberia Finance SL,Garcia y asociados S.A.,Consultoría,Finanzas,Gasto,3329.86,EUR,Efectivo,Pagado,Dirección,Contrario casos comisión ellos madrid cuya problema servicios actividades constitución.,REF-29672,España
TRX-100559,2026-02-26,2026,2,Febrero,Grupo Meridian SA,Noriega y asociados S.L.U.,Consultoría,Estrategia,Ingreso,2134.39,EUR,Bizum,Pendiente,TI,Esos pocos varios fuera lenguaje quienes posibilidades españa material.,REF-47851,España
TRX-100560,2024-07-26,2024,7,Julio,Andes Investments SL,Adalberto Agustí Durán S.Com.,Servicios,Soporte,Ingreso,2445.39,EUR,Transferencia,Pagado,TI,Fecha pasar plazo suelo después sin octubre américa boca.,REF-81237,Francia
TRX-100561,2024-08-31,2024,8,Agosto,Andes Investments SL,Peñalver y asociados S.Com.,Otros,Ajustes,Ingreso,941.89,EUR,Paypal,Pagado,Finanzas,Hecho acción será del.,REF-88802,España
TRX-100562,2024-10-11,2024,10,Octubre,Iberia Finance SL,Hermanos Pallarès S.A.,Nómina,Seguridad Social,Ingreso,2436.92,EUR,Transferencia,Pagado,Finanzas,Hubo pasó nadie conseguir arriba todo figura especie teatro los líder.,REF-29054,Francia
TRX-100563,2024-11-01,2024,11,Noviembre,Iberia Finance SL,Cantero y Lobato S.Coop.,Otros,Regularización,Gasto,602.01,EUR,Paypal,Cancelado,Comercial,Partido historia modelo boca productos tienen energía humanos mientras.,REF-98092,España
TRX-100564,2026-03-17,2026,3,Marzo,Grupo Meridian SA,Inmobiliaria Ibérica S.L.L.,Otros,Regularización,Ingreso,4578.59,EUR,Efectivo,Rechazado,Finanzas,Proyectos realizar época través.,REF-49229,España
TRX-100565,2026-02-15,2026,2,Febrero,Andes Investments SL,Abilio Roldán Azorin S.L.L.,Impuestos,IVA,Gasto,258294.0,EUR,Paypal,Pagado,Dirección,Haya explicó nosotros análisis niño tengo peso juicio.,REF-45968,España
TRX-100566,2024-08-02,2024,8,Agosto,Andes Investments SL,Comercial Integrales S.L.N.E,Impuestos,Sociedades,Ingreso,1792.85,EUR,SEPA,Pendiente,Dirección,Consejo y muchos esa miguel sus efectos imágenes espacio e.,REF-79330,Alemania
TRX-100567,2025-12-06,2025,12,Diciembre,Grupo Meridian SA,Finanzas Iberia S.Com.,Logística,Distribución,Gasto,3039.65,EUR,Efectivo,Pagado,RRHH,Objetivo gran sigue pasó superior.,REF-91689,España
TRX-100568,2025-07-30,2025,7,Julio,Andes Investments SL,Ibáñez & Asociados S.A.,Consultoría,Operaciones,Gasto,3110.81,EUR,Paypal,Pagado,Comercial,Curso octubre informe económica allí ahora cantidad.,REF-89876,España
TRX-100569,2024-01-02,2024,1,Enero,Iberia Finance SL,María Cristina Bustos Salom S.Coop.,Marketing,Publicidad,Ingreso,1585.91,EUR,Transferencia,Pendiente,Comercial,Animales profesional calle recuerdo realizar.,REF-90649,Alemania
TRX-100570,2024-12-07,2024,12,Diciembre,Andes Investments SL,Comercial Salamanca S.A.,Impuestos,IVA,Gasto,174173.0,EUR,Tarjeta,Pagado,Comercial,Objetivo él existen estudios tierra ningún sido llevar lado favor línea.,REF-46913,España
TRX-100571,2024-11-03,2024,11,Noviembre,Iberia Finance SL,Hnos Plana S.Coop.,Servicios,Mantenimiento,Gasto,3160.63,EUR,Efectivo,Pagado,Dirección,Aspecto objeto buena pone nuestras miembros mil será antes.,REF-84569,España
TRX-100572,2024-07-17,2024,7,Julio,Atlantic Holdings SL,Finanzas GASZ S.Coop.,Ventas,Venta producto,Gasto,2731.42,USD,Paypal,Rechazado,Finanzas,Sociedad conciencia así cosa cultura lenguaje.,REF-94626,España
TRX-100573,2025-04-16,2025,4,Abril,Grupo Meridian SA,Merino & Asociados S.A.,Consultoría,Operaciones,Gasto,2133.22,EUR,Paypal,Rechazado,Finanzas,Productos cabeza blanca dólares pudo nuevo mano.,REF-78298,España
TRX-100574,2025-07-02,2025,7,Julio,Nordic Capital SA,Hnos Núñez S.A.,Suministros,Energía,Ingreso,1754.14,EUR,Efectivo,Pendiente,Operaciones,Pensar dice bien manera nuevos autoridades.,REF-18678,Alemania
TRX-100575,2024-12-13,2024,12,Diciembre,Cresta Partners SA,DESCONOCIDO,Marketing,Publicidad,Gasto,2681.16,EUR,Tarjeta,Pagado,TI,Quienes contra junio debía necesidad toma buenos realizar niño.,REF-34560,España
TRX-100576,2024-11-18,2024,11,Noviembre,Atlantic Holdings SL,Industrias del Sur S.L.,Marketing,Contenido,Ingreso,2276.37,EUR,Paypal,Pendiente,Operaciones,Cuestión zona ciento mira a del últimos voy.,REF-69232,Francia
TRX-100577,2025-06-21,2025,6,Junio,Nordic Capital SA,Instalaciones Sacristán S.A.,Marketing,Publicidad,Gasto,4144.59,EUR,Transferencia,Pendiente,Finanzas,Esfuerzo total hicieron dentro derecho estados información pueden hija padre.,REF-68166,España
TRX-100578,2024-06-06,2024,6,Junio,Atlantic Holdings SL,Banca Privada Iberia S.L.L.,Logística,Distribución,Ingreso,5994.17,USD,Bizum,Pendiente,Operaciones,Lo existen interior plazo general.,REF-52904,España
TRX-100579,2025-11-23,2025,11,Noviembre,Nordic Capital SA,Inversiones del Norte S.A.U,Servicios,Asesoría,Ingreso,4876.86,EUR,Paypal,Pagado,RRHH,Sur pacientes perdido somos razones sectores él nuevo.,REF-25182,España
TRX-100580,2025-08-31,2025,8,Agosto,Atlantic Holdings SL,Finanzas Feliu S.Coop.,Ventas,Suscripción,Ingreso,3214.73,EUR,Transferencia,Pagado,Dirección,Algún estudio ayuda distintas serán respuesta salida cuanto.,REF-50957,España
TRX-100581,2024-08-02,2024,8,Agosto,Nordic Capital SA,Logística Huertas S.A.,Marketing,Contenido,Gasto,2177.83,EUR,Efectivo,Pagado,TI,Tribunal ocasión generales considera situación esa aquellos.,REF-97965,España
TRX-100582,2024-10-07,2024,10,Octubre,Iberia Finance SL,Distribuciones UTNT S.Coop.,Consultoría,Estrategia,Ingreso,4812.56,GBP,SEPA,Pagado,Comercial,Varios puerta acciones ocho comunidad siglo.,REF-81110,España
TRX-100583,2024-05-24,2024,5,Mayo,Andes Investments SL,Arce y Galan S.A.T.,Suministros,Tecnología,Gasto,4269.01,EUR,Transferencia,Pagado,Operaciones,Julio tu estados medios sabe pasado.,REF-80854,España
TRX-100584,2025-04-27,2025,4,Abril,Iberia Finance SL,Iñiguez & Asociados S.A.,Consultoría,Estrategia,Ingreso,5790.21,EUR,Transferencia,Pagado,Comercial,Tierra juego proceso también fuerzas.,REF-88134,Italia
TRX-100585,2024-12-30,2024,12,Diciembre,Atlantic Holdings SL,Rojas y asociados S.Coop.,Logística,Distribución,Gasto,3449.47,EUR,Bizum,Pendiente,RRHH,Fuerza organización esos pero arte algunas vida abril.,REF-20295,Alemania
TRX-100586,2024-05-14,2024,5,Mayo,Cresta Partners SA,Compañía Lloret & Asociados S.A.,Logística,Distribución,Ingreso,278200.0,EUR,Paypal,Pagado,Dirección,Total alguien claro trabajadores cuerpo.,REF-71000,España
TRX-100587,2025-09-23,2025,9,Septiembre,Atlantic Holdings SL,Finanzas Cervera y asociados S.A.,Nómina,Sueldos,Gasto,3450.02,EUR,Bizum,Rechazado,Operaciones,Da esas n deseo unidad acerca un.,REF-52567,España
TRX-100588,2025-05-01,2025,5,Mayo,Atlantic Holdings SL,Servicios Goñi S.A.T.,Ventas,Venta producto,Ingreso,2172.09,EUR,Tarjeta,Pagado,Operaciones,Soy justicia llegado alrededor quedó visto.,REF-89225,España
TRX-100589,2025-02-19,2025,2,Febrero,Atlantic Holdings SL,Logística WW S.Com.,Financiación,Préstamos,Ingreso,2393.56,EUR,Transferencia,Pendiente,RRHH,Personal mar pesar administración además tipos del supuesto período.,REF-70420,España
TRX-100590,2025-09-27,2025,9,Septiembre,Andes Investments SL,Gomis y asociados S.Com.,Impuestos,IVA,Ingreso,4047.45,EUR,Paypal,Pagado,Operaciones,Serán compañía cierto respuesta jóvenes este lugar perdido.,REF-37294,Francia
TRX-100591,2026-03-14,2026,3,Marzo,Andes Investments SL,Portillo y asociados S.A.D,Otros,Ajustes,Gasto,2273.05,EUR,SEPA,Pagado,Comercial,Parte saber hacía quienes rosa buenos familia personas.,REF-96849,España
TRX-100592,2024-04-27,2024,4,Abril,Atlantic Holdings SL,Banco Torres S.A.,Otros,Ajustes,Gasto,6858.81,EUR,Paypal,Pagado,TI,Tiempo pablo derecho lado amigos tiempo.,REF-19123,España
TRX-100593,2024-12-01,2024,12,Diciembre,Cresta Partners SA,Hermanos Villegas S.A.,Otros,Ajustes,Gasto,3882.14,EUR,Transferencia,Pagado,Comercial,Intereses papel luego general menor estaban bien club.,REF-86122,Italia
TRX-100594,2025-11-07,2025,11,Noviembre,Grupo Meridian SA,Desarrollo Ibérica S.Com.,Ventas,Venta producto,Ingreso,3178.93,EUR,Paypal,Pagado,TI,Primer libre ministro ello región etc dice proyectos medida.,REF-35646,España
TRX-100595,2025-08-06,2025,8,Agosto,Grupo Meridian SA,Huerta y Zaragoza S.Com.,Suministros,Tecnología,Gasto,3316.14,EUR,Efectivo,Cancelado,RRHH,Hacerlo movimiento fuentes efectos podría razones existe i espera director.,REF-11064,España
TRX-100596,2024-05-10,2024,5,Mayo,Iberia Finance SL,Soluciones Ibañez S.A.,Financiación,Intereses,Gasto,2716.24,EUR,SEPA,Cancelado,Finanzas,Conocimiento edad debía tras apoyo dinero deseo estar comercio nosotros única.,REF-83404,Francia
TRX-100597,2024-10-15,2024,10,Octubre,Nordic Capital SA,Comercializadora Gaya y asociados S.Com.,Suministros,Oficina,Ingreso,1113.31,EUR,SEPA,Pagado,Operaciones,Casa solo mitad estamos cultural dirección nunca parece era le.,REF-60173,España
TRX-100598,2024-08-04,2024,8,Agosto,Grupo Meridian SA,Rico Nuñez Pujol S.L.L.,Impuestos,Sociedades,Ingreso,2394.51,EUR,SEPA,Pagado,Operaciones,Esta obra sabía pues grande actividad visto eso.,REF-64687,España
TRX-100599,2024-01-12,2024,1,Enero,Cresta Partners SA,Supermercados Globales S.Coop.,Consultoría,Estrategia,Ingreso,6444.58,EUR,Bizum,Rechazado,Dirección,Consumo partido es mundo cuanto presente niños.,REF-67243,Alemania
TRX-100600,2024-05-20,2024,5,Mayo,Grupo Meridian SA,Alimentación OWJL S.L.N.E,Consultoría,Estrategia,Gasto,3496.45,USD,Bizum,Pagado,TI,Acuerdo ve encontrar local república vivir presenta niños llegar qué.,REF-91690,España
TRX-100601,2025-07-19,2025,7,Julio,Grupo Meridian SA,Familia Pi S.L.,Financiación,Intereses,Gasto,5150.48,EUR,Tarjeta,Pagado,Finanzas,Pesar eran ella libertad destino pesetas sistema.,REF-85751,España
TRX-100602,2025-05-28,2025,5,Mayo,Grupo Meridian SA,Hotel PR S.A.,Nómina,Seguridad Social,Gasto,5222.66,USD,SEPA,Pagado,Finanzas,Había fuerzas sala real formas hubo.,REF-84468,España
TRX-100603,2025-08-17,2025,8,Agosto,Cresta Partners SA,Roman y Carrillo S.A.U,Suministros,Oficina,Gasto,3054.41,EUR,Bizum,Pendiente,Operaciones,Persona cuenta hablar mal razón.,REF-70940,España
TRX-100604,2024-03-31,2024,3,Marzo,Grupo Meridian SA,Isidro Batalla Lopez S.L.,Financiación,Comisiones,Ingreso,4303.53,EUR,Bizum,Cancelado,Finanzas,Había considera papel materia calidad torno momentos enero.,REF-99662,España
TRX-100605,2025-09-19,2025,9,Septiembre,Atlantic Holdings SL,Infraestructuras Bustamante S.Coop.,Otros,Ajustes,Ingreso,1190.57,EUR,Transferencia,Pagado,RRHH,Diario viene aquellas acciones mayoría opinión electoral algún ocasión resultados iba.,REF-71503,España
TRX-100606,2024-12-27,2024,12,Diciembre,Atlantic Holdings SL,Roberto Vicente Guerrero S.Coop.,Suministros,Tecnología,Gasto,6190.56,EUR,Bizum,Rechazado,Dirección,Lado alta aun llegar.,REF-49855,Portugal
TRX-100607,2024-03-03,2024,3,Marzo,Andes Investments SL,Hervia y Bernad S.A.,Otros,Ajustes,Gasto,5945.81,EUR,Transferencia,Pagado,Operaciones,Nuevas dice zona dónde mano baja vuelve sector.,REF-91830,España
TRX-100608,2024-05-09,2024,5,Mayo,Atlantic Holdings SL,Cañete y asociados S.Com.,Logística,Transporte,Ingreso,3991.9,EUR,SEPA,Pagado,Operaciones,Políticos perdido haciendo sería o.,REF-11861,Portugal
TRX-100609,2025-08-28,2025,8,Agosto,Cresta Partners SA,Noriega & Asociados S.A.D,Otros,Varios,Ingreso,3560.49,EUR,Tarjeta,Pagado,Dirección,Violencia partes relación puedo escuela.,REF-40958,España
TRX-100610,2024-12-17,2024,12,Diciembre,Nordic Capital SA,Vázquez y Montoya S.A.,Financiación,Préstamos,Ingreso,3075.26,EUR,Tarjeta,Pendiente,TI,A zonas tiempo será económico trabajo noche ella naturaleza principios reforma.,REF-60222,España
TRX-100611,2025-10-14,2025,10,Octubre,Nordic Capital SA,Compañía del Noroeste S.L.,Logística,Distribución,Ingreso,5441.61,EUR,Efectivo,Pagado,Operaciones,Tenía cuatro espacio teatro nivel fuentes arriba.,REF-25203,España
TRX-100612,2025-05-02,2025,5,Mayo,Grupo Meridian SA,Inmobiliaria del Sur S.A.,Logística,Almacenaje,Gasto,4548.99,EUR,SEPA,Pagado,Dirección,Hijo ver primeros prensa campaña humano mirada cuadro.,REF-61127,España
TRX-100613,2025-03-21,2025,3,Marzo,Atlantic Holdings SL,Hnos Roma S.L.L.,Consultoría,Operaciones,Ingreso,399.32,USD,Paypal,Pagado,Operaciones,Unión cómo artículo problemas actividad miembros pesar.,REF-79501,España
TRX-100614,2025-06-28,2025,6,Junio,Grupo Meridian SA,Calixto Mínguez Cerezo S.L.,Ventas,Venta producto,Gasto,2563.19,EUR,Bizum,Pendiente,Operaciones,Toda manera por economía baja investigación.,REF-45432,España
TRX-100615,2025-11-01,2025,11,Noviembre,Grupo Meridian SA,Prat y Perea S.Com.,Servicios,Mantenimiento,Gasto,1626.39,EUR,Bizum,Pagado,Dirección,República energía fondo ser distintas buen fuerte.,REF-87165,Portugal
TRX-100616,2025-11-24,2025,11,Noviembre,Atlantic Holdings SL,Suministros Integrales S.L.,Financiación,Intereses,Ingreso,1448.65,EUR,Bizum,Pagado,Finanzas,Cabo valor crecimiento diario viejo jorge campaña sociedad.,REF-11567,España
TRX-100617,2025-12-02,2025,12,Diciembre,Atlantic Holdings SL,Hermanos Anaya S.L.,Financiación,Préstamos,Gasto,5413.57,EUR,Efectivo,Pagado,Finanzas,Información existe argentina madre clase marzo.,REF-13106,España
TRX-100618,2025-11-03,2025,11,Noviembre,Andes Investments SL,Alimentación Caro S.L.,Ventas,Suscripción,Ingreso,3040.92,EUR,Bizum,Cancelado,Finanzas,Hijo plan abril juego social relaciones título través.,REF-89257,España
TRX-100619,2024-04-23,2024,4,Abril,Atlantic Holdings SL,Restauración Mena y asociados S.L.,Otros,Varios,Ingreso,3959.37,EUR,Bizum,Rechazado,Dirección,Hacer pedro conciencia cuba siglo.,REF-69433,Italia
TRX-100620,2025-12-09,2025,12,Diciembre,Atlantic Holdings SL,DESCONOCIDO,Marketing,Eventos,Gasto,3243.38,EUR,Transferencia,Pagado,Finanzas,Cámara la tiempo diario crisis tomar.,REF-60174,España
TRX-100621,2026-04-12,2026,4,Abril,Nordic Capital SA,Donaire y Egea S.Com.,Ventas,Venta servicio,Gasto,1460.1,EUR,Paypal,Cancelado,Comercial,Cuatro frente siguientes interés cuba fin.,REF-89993,España
TRX-100622,2024-05-27,2024,5,Mayo,Nordic Capital SA,Grupo Feliu S.C.P,Logística,Transporte,Gasto,1207.63,EUR,Transferencia,Rechazado,Dirección,Primeros humana hacer ayuda otros gobierno hecho tiene.,REF-43947,España
